"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2011";"Geschlecht - Total Vollschulisch 2011";"Geschlecht - Total Dual 2011";"Mann Ausbildungsform - Total 2011";"Mann Vollschulisch 2011";"Mann Dual 2011";"Frau Ausbildungsform - Total 2011";"Frau Vollschulisch 2011";"Frau Dual 2011"
"Architektur und Städteplanung";"Luzern";"EFZ";93;0;93;62;0;62;31;0;31
"Architektur und Städteplanung";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Uri";"Ausbildungstyp - Total";8;0;8;6;0;6;2;0;2
"Architektur und Städteplanung";"Uri";"EFZ";8;0;8;6;0;6;2;0;2
"Architektur und Städteplanung";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Schwyz";"Ausbildungstyp - Total";36;0;36;28;0;28;8;0;8
"Architektur und Städteplanung";"Schwyz";"EFZ";36;0;36;28;0;28;8;0;8
"Architektur und Städteplanung";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Obwalden";"Ausbildungstyp - Total";8;0;8;5;0;5;3;0;3
"Architektur und Städteplanung";"Obwalden";"EFZ";8;0;8;5;0;5;3;0;3
"Architektur und Städteplanung";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Nidwalden";"Ausbildungstyp - Total";7;0;7;5;0;5;2;0;2
"Architektur und Städteplanung";"Nidwalden";"EFZ";7;0;7;5;0;5;2;0;2
"Architektur und Städteplanung";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Glarus";"Ausbildungstyp - Total";8;0;8;4;0;4;4;0;4
"Architektur und Städteplanung";"Glarus";"EFZ";8;0;8;4;0;4;4;0;4
"Architektur und Städteplanung";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Zug";"Ausbildungstyp - Total";38;0;38;26;0;26;12;0;12
"Architektur und Städteplanung";"Zug";"EFZ";38;0;38;26;0;26;12;0;12
"Architektur und Städteplanung";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Fribourg / Freiburg";"Ausbildungstyp - Total";75;0;75;60;0;60;15;0;15
"Architektur und Städteplanung";"Fribourg / Freiburg";"EFZ";75;0;75;60;0;60;15;0;15
"Architektur und Städteplanung";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Solothurn";"Ausbildungstyp - Total";37;0;37;28;0;28;9;0;9
"Architektur und Städteplanung";"Solothurn";"EFZ";37;0;37;28;0;28;9;0;9
"Architektur und Städteplanung";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Basel-Stadt";"Ausbildungstyp - Total";42;0;42;30;0;30;12;0;12
"Architektur und Städteplanung";"Basel-Stadt";"EFZ";42;0;42;30;0;30;12;0;12
"Architektur und Städteplanung";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Basel-Landschaft";"Ausbildungstyp - Total";38;0;38;28;0;28;10;0;10
"Architektur und Städteplanung";"Basel-Landschaft";"EFZ";38;0;38;28;0;28;10;0;10
"Architektur und Städteplanung";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Schaffhausen";"Ausbildungstyp - Total";13;0;13;6;0;6;7;0;7
"Architektur und Städteplanung";"Schaffhausen";"EFZ";13;0;13;6;0;6;7;0;7
"Architektur und Städteplanung";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";12;0;12;8;0;8;4;0;4
"Architektur und Städteplanung";"Appenzell Ausserrhoden";"EFZ";12;0;12;8;0;8;4;0;4
"Architektur und Städteplanung";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Appenzell Innerrhoden";"Ausbildungstyp - Total";3;0;3;2;0;2;1;0;1
"Architektur und Städteplanung";"Appenzell Innerrhoden";"EFZ";3;0;3;2;0;2;1;0;1
"Architektur und Städteplanung";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"St. Gallen";"Ausbildungstyp - Total";120;0;120;75;0;75;45;0;45
"Architektur und Städteplanung";"St. Gallen";"EFZ";120;0;120;75;0;75;45;0;45
"Architektur und Städteplanung";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";58;0;58;36;0;36;22;0;22
"Architektur und Städteplanung";"Graubünden / Grigioni / Grischun";"EFZ";58;0;58;36;0;36;22;0;22
"Architektur und Städteplanung";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Aargau";"Ausbildungstyp - Total";124;0;124;78;0;78;46;0;46
"Architektur und Städteplanung";"Aargau";"EFZ";124;0;124;78;0;78;46;0;46
"Architektur und Städteplanung";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Thurgau";"Ausbildungstyp - Total";52;0;52;35;0;35;17;0;17
"Architektur und Städteplanung";"Thurgau";"EFZ";52;0;52;35;0;35;17;0;17
"Architektur und Städteplanung";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Ticino";"Ausbildungstyp - Total";101;42;59;73;25;48;28;17;11
"Architektur und Städteplanung";"Ticino";"EFZ";101;42;59;73;25;48;28;17;11
"Architektur und Städteplanung";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Vaud";"Ausbildungstyp - Total";148;0;148;117;0;117;31;0;31
"Architektur und Städteplanung";"Vaud";"EFZ";148;0;148;117;0;117;31;0;31
"Architektur und Städteplanung";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Valais / Wallis";"Ausbildungstyp - Total";94;0;94;70;0;70;24;0;24
"Architektur und Städteplanung";"Valais / Wallis";"EFZ";94;0;94;70;0;70;24;0;24
"Architektur und Städteplanung";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Neuchâtel";"Ausbildungstyp - Total";34;0;34;23;0;23;11;0;11
"Architektur und Städteplanung";"Neuchâtel";"EFZ";34;0;34;23;0;23;11;0;11
"Architektur und Städteplanung";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Genève";"Ausbildungstyp - Total";123;79;44;89;56;33;34;23;11
"Architektur und Städteplanung";"Genève";"EFZ";123;79;44;89;56;33;34;23;11
"Architektur und Städteplanung";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Jura";"Ausbildungstyp - Total";23;0;23;17;0;17;6;0;6
"Architektur und Städteplanung";"Jura";"EFZ";23;0;23;17;0;17;6;0;6
"Architektur und Städteplanung";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Architektur und Städteplanung";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Schweiz";"Ausbildungstyp - Total";6877;34;6843;6381;34;6347;496;0;496
"Baugewerbe, Hoch- und Tiefbau";"Schweiz";"EFZ";6648;34;6614;6155;34;6121;493;0;493
"Baugewerbe, Hoch- und Tiefbau";"Schweiz";"EBA";229;0;229;226;0;226;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Zürich";"Ausbildungstyp - Total";886;3;883;815;3;812;71;0;71
"Baugewerbe, Hoch- und Tiefbau";"Zürich";"EFZ";854;3;851;785;3;782;69;0;69
"Baugewerbe, Hoch- und Tiefbau";"Zürich";"EBA";32;0;32;30;0;30;2;0;2
"Baugewerbe, Hoch- und Tiefbau";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Bern / Berne";"Ausbildungstyp - Total";1007;15;992;904;15;889;103;0;103
"Baugewerbe, Hoch- und Tiefbau";"Bern / Berne";"EFZ";967;15;952;865;15;850;102;0;102
"Baugewerbe, Hoch- und Tiefbau";"Bern / Berne";"EBA";40;0;40;39;0;39;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Luzern";"Ausbildungstyp - Total";405;0;405;374;0;374;31;0;31
"Baugewerbe, Hoch- und Tiefbau";"Luzern";"EFZ";393;0;393;362;0;362;31;0;31
"Baugewerbe, Hoch- und Tiefbau";"Luzern";"EBA";12;0;12;12;0;12;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Uri";"Ausbildungstyp - Total";78;0;78;71;0;71;7;0;7
"Baugewerbe, Hoch- und Tiefbau";"Uri";"EFZ";75;0;75;68;0;68;7;0;7
"Baugewerbe, Hoch- und Tiefbau";"Uri";"EBA";3;0;3;3;0;3;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Schwyz";"Ausbildungstyp - Total";159;0;159;151;0;151;8;0;8
"Baugewerbe, Hoch- und Tiefbau";"Schwyz";"EFZ";152;0;152;144;0;144;8;0;8
"Baugewerbe, Hoch- und Tiefbau";"Schwyz";"EBA";7;0;7;7;0;7;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Obwalden";"Ausbildungstyp - Total";54;0;54;49;0;49;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Obwalden";"EFZ";52;0;52;47;0;47;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Obwalden";"EBA";2;0;2;2;0;2;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Nidwalden";"Ausbildungstyp - Total";51;0;51;48;0;48;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Nidwalden";"EFZ";51;0;51;48;0;48;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Glarus";"Ausbildungstyp - Total";78;0;78;73;0;73;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Glarus";"EFZ";70;0;70;65;0;65;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Glarus";"EBA";8;0;8;8;0;8;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Zug";"Ausbildungstyp - Total";122;0;122;113;0;113;9;0;9
"Baugewerbe, Hoch- und Tiefbau";"Zug";"EFZ";113;0;113;104;0;104;9;0;9
"Baugewerbe, Hoch- und Tiefbau";"Zug";"EBA";9;0;9;9;0;9;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Fribourg / Freiburg";"Ausbildungstyp - Total";285;0;285;275;0;275;10;0;10
"Baugewerbe, Hoch- und Tiefbau";"Fribourg / Freiburg";"EFZ";281;0;281;271;0;271;10;0;10
"Baugewerbe, Hoch- und Tiefbau";"Fribourg / Freiburg";"EBA";4;0;4;4;0;4;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Solothurn";"Ausbildungstyp - Total";185;0;185;172;0;172;13;0;13
"Baugewerbe, Hoch- und Tiefbau";"Solothurn";"EFZ";179;0;179;166;0;166;13;0;13
"Baugewerbe, Hoch- und Tiefbau";"Solothurn";"EBA";6;0;6;6;0;6;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Basel-Stadt";"Ausbildungstyp - Total";106;0;106;90;0;90;16;0;16
"Baugewerbe, Hoch- und Tiefbau";"Basel-Stadt";"EFZ";103;0;103;87;0;87;16;0;16
"Baugewerbe, Hoch- und Tiefbau";"Basel-Stadt";"EBA";3;0;3;3;0;3;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Basel-Landschaft";"Ausbildungstyp - Total";225;0;225;212;0;212;13;0;13
"Baugewerbe, Hoch- und Tiefbau";"Basel-Landschaft";"EFZ";218;0;218;205;0;205;13;0;13
"Baugewerbe, Hoch- und Tiefbau";"Basel-Landschaft";"EBA";7;0;7;7;0;7;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Schaffhausen";"Ausbildungstyp - Total";83;0;83;77;0;77;6;0;6
"Baugewerbe, Hoch- und Tiefbau";"Schaffhausen";"EFZ";75;0;75;69;0;69;6;0;6
"Baugewerbe, Hoch- und Tiefbau";"Schaffhausen";"EBA";8;0;8;8;0;8;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";49;0;49;44;0;44;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Ausserrhoden";"EFZ";47;0;47;42;0;42;5;0;5
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Ausserrhoden";"EBA";2;0;2;2;0;2;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"Ausbildungstyp - Total";29;0;29;28;0;28;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"EFZ";29;0;29;28;0;28;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"Ausbildungstyp - Total";570;0;570;521;0;521;49;0;49
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"EFZ";552;0;552;503;0;503;49;0;49
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"EBA";18;0;18;18;0;18;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";214;0;214;190;0;190;24;0;24
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"EFZ";200;0;200;176;0;176;24;0;24
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"EBA";14;0;14;14;0;14;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"Ausbildungstyp - Total";477;0;477;438;0;438;39;0;39
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"EFZ";464;0;464;425;0;425;39;0;39
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"EBA";13;0;13;13;0;13;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"Ausbildungstyp - Total";262;0;262;244;0;244;18;0;18
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"EFZ";259;0;259;241;0;241;18;0;18
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"EBA";3;0;3;3;0;3;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"Ausbildungstyp - Total";296;0;296;295;0;295;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"EFZ";288;0;288;287;0;287;1;0;1
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"EBA";8;0;8;8;0;8;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"Ausbildungstyp - Total";504;0;504;479;0;479;25;0;25
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"EFZ";496;0;496;471;0;471;25;0;25
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"EBA";8;0;8;8;0;8;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"Ausbildungstyp - Total";365;0;365;347;0;347;18;0;18
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"EFZ";350;0;350;332;0;332;18;0;18
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"EBA";15;0;15;15;0;15;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"Ausbildungstyp - Total";130;0;130;121;0;121;9;0;9
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"EFZ";130;0;130;121;0;121;9;0;9
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Genève";"Ausbildungstyp - Total";189;16;173;186;16;170;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Genève";"EFZ";182;16;166;179;16;163;3;0;3
"Baugewerbe, Hoch- und Tiefbau";"Genève";"EBA";7;0;7;7;0;7;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Jura";"Ausbildungstyp - Total";68;0;68;64;0;64;4;0;4
"Baugewerbe, Hoch- und Tiefbau";"Jura";"EFZ";68;0;68;64;0;64;4;0;4
"Baugewerbe, Hoch- und Tiefbau";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Baugewerbe, Hoch- und Tiefbau";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schweiz";"Ausbildungstyp - Total";1761;3;1758;1317;3;1314;444;0;444
"Pflanzenbau und Tierzucht";"Schweiz";"EFZ";1566;2;1564;1191;2;1189;375;0;375
"Pflanzenbau und Tierzucht";"Schweiz";"EBA";195;1;194;126;1;125;69;0;69
"Pflanzenbau und Tierzucht";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Zürich";"Ausbildungstyp - Total";134;0;134;83;0;83;51;0;51
"Pflanzenbau und Tierzucht";"Zürich";"EFZ";113;0;113;68;0;68;45;0;45
"Pflanzenbau und Tierzucht";"Zürich";"EBA";21;0;21;15;0;15;6;0;6
"Pflanzenbau und Tierzucht";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Bern / Berne";"Ausbildungstyp - Total";318;1;317;242;1;241;76;0;76
"Pflanzenbau und Tierzucht";"Bern / Berne";"EFZ";272;0;272;204;0;204;68;0;68
"Pflanzenbau und Tierzucht";"Bern / Berne";"EBA";46;1;45;38;1;37;8;0;8
"Pflanzenbau und Tierzucht";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Luzern";"Ausbildungstyp - Total";126;0;126;98;0;98;28;0;28
"Pflanzenbau und Tierzucht";"Luzern";"EFZ";109;0;109;91;0;91;18;0;18
"Pflanzenbau und Tierzucht";"Luzern";"EBA";17;0;17;7;0;7;10;0;10
"Pflanzenbau und Tierzucht";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Uri";"Ausbildungstyp - Total";15;0;15;12;0;12;3;0;3
"Pflanzenbau und Tierzucht";"Uri";"EFZ";14;0;14;12;0;12;2;0;2
"Pflanzenbau und Tierzucht";"Uri";"EBA";1;0;1;0;0;0;1;0;1
"Pflanzenbau und Tierzucht";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schwyz";"Ausbildungstyp - Total";48;0;48;42;0;42;6;0;6
"Pflanzenbau und Tierzucht";"Schwyz";"EFZ";46;0;46;41;0;41;5;0;5
"Pflanzenbau und Tierzucht";"Schwyz";"EBA";2;0;2;1;0;1;1;0;1
"Pflanzenbau und Tierzucht";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"Ausbildungstyp - Total";16;0;16;16;0;16;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"EFZ";15;0;15;15;0;15;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"EBA";1;0;1;1;0;1;0;0;0
"Pflanzenbau und Tierzucht";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"Ausbildungstyp - Total";9;0;9;9;0;9;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"EFZ";9;0;9;9;0;9;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"Ausbildungstyp - Total";6;0;6;6;0;6;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"EFZ";5;0;5;5;0;5;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"EBA";1;0;1;1;0;1;0;0;0
"Pflanzenbau und Tierzucht";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Zug";"Ausbildungstyp - Total";42;0;42;32;0;32;10;0;10
"Pflanzenbau und Tierzucht";"Zug";"EFZ";39;0;39;31;0;31;8;0;8
"Pflanzenbau und Tierzucht";"Zug";"EBA";3;0;3;1;0;1;2;0;2
"Pflanzenbau und Tierzucht";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"Ausbildungstyp - Total";118;2;116;101;2;99;17;0;17
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"EFZ";104;2;102;87;2;85;17;0;17
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"EBA";14;0;14;14;0;14;0;0;0
"Pflanzenbau und Tierzucht";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Solothurn";"Ausbildungstyp - Total";30;0;30;18;0;18;12;0;12
"Pflanzenbau und Tierzucht";"Solothurn";"EFZ";26;0;26;18;0;18;8;0;8
"Pflanzenbau und Tierzucht";"Solothurn";"EBA";4;0;4;0;0;0;4;0;4
"Pflanzenbau und Tierzucht";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Stadt";"Ausbildungstyp - Total";3;0;3;2;0;2;1;0;1
"Pflanzenbau und Tierzucht";"Basel-Stadt";"EFZ";3;0;3;2;0;2;1;0;1
"Pflanzenbau und Tierzucht";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"Ausbildungstyp - Total";62;0;62;43;0;43;19;0;19
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"EFZ";52;0;52;38;0;38;14;0;14
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"EBA";10;0;10;5;0;5;5;0;5
"Pflanzenbau und Tierzucht";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Pflanzenbau und Tierzucht";"Schaffhausen";"Ausbildungstyp - Total";15;0;15;10;0;10;5;0;5
