"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2010";"Geschlecht - Total Vollschulisch 2010";"Geschlecht - Total Dual 2010";"Mann Ausbildungsform - Total 2010";"Mann Vollschulisch 2010";"Mann Dual 2010";"Frau Ausbildungsform - Total 2010";"Frau Vollschulisch 2010";"Frau Dual 2010"
"Forstwirtschaft";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schwyz";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Schwyz";"EFZ";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Obwalden";"Ausbildungstyp - Total";8;0;8;8;0;8;0;0;0
"Forstwirtschaft";"Obwalden";"EFZ";8;0;8;8;0;8;0;0;0
"Forstwirtschaft";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Nidwalden";"Ausbildungstyp - Total";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Nidwalden";"EFZ";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Glarus";"Ausbildungstyp - Total";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Glarus";"EFZ";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Zug";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Zug";"EFZ";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Fribourg / Freiburg";"Ausbildungstyp - Total";17;0;17;17;0;17;0;0;0
"Forstwirtschaft";"Fribourg / Freiburg";"EFZ";17;0;17;17;0;17;0;0;0
"Forstwirtschaft";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Solothurn";"Ausbildungstyp - Total";9;0;9;9;0;9;0;0;0
"Forstwirtschaft";"Solothurn";"EFZ";9;0;9;9;0;9;0;0;0
"Forstwirtschaft";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Basel-Stadt";"Ausbildungstyp - Total";1;0;1;1;0;1;0;0;0
"Forstwirtschaft";"Basel-Stadt";"EFZ";1;0;1;1;0;1;0;0;0
"Forstwirtschaft";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Basel-Landschaft";"Ausbildungstyp - Total";9;0;9;9;0;9;0;0;0
"Forstwirtschaft";"Basel-Landschaft";"EFZ";9;0;9;9;0;9;0;0;0
"Forstwirtschaft";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schaffhausen";"Ausbildungstyp - Total";5;0;5;4;0;4;1;0;1
"Forstwirtschaft";"Schaffhausen";"EFZ";5;0;5;4;0;4;1;0;1
"Forstwirtschaft";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Appenzell Ausserrhoden";"EFZ";3;0;3;3;0;3;0;0;0
"Forstwirtschaft";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"St. Gallen";"Ausbildungstyp - Total";17;0;17;17;0;17;0;0;0
"Forstwirtschaft";"St. Gallen";"EFZ";17;0;17;17;0;17;0;0;0
"Forstwirtschaft";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";31;0;31;28;0;28;3;0;3
"Forstwirtschaft";"Graubünden / Grigioni / Grischun";"EFZ";31;0;31;28;0;28;3;0;3
"Forstwirtschaft";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Aargau";"Ausbildungstyp - Total";30;0;30;30;0;30;0;0;0
"Forstwirtschaft";"Aargau";"EFZ";30;0;30;30;0;30;0;0;0
"Forstwirtschaft";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Thurgau";"Ausbildungstyp - Total";8;0;8;8;0;8;0;0;0
"Forstwirtschaft";"Thurgau";"EFZ";8;0;8;8;0;8;0;0;0
"Forstwirtschaft";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Ticino";"Ausbildungstyp - Total";24;0;24;24;0;24;0;0;0
"Forstwirtschaft";"Ticino";"EFZ";24;0;24;24;0;24;0;0;0
"Forstwirtschaft";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Vaud";"Ausbildungstyp - Total";39;0;39;39;0;39;0;0;0
"Forstwirtschaft";"Vaud";"EFZ";39;0;39;39;0;39;0;0;0
"Forstwirtschaft";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Valais / Wallis";"Ausbildungstyp - Total";25;0;25;25;0;25;0;0;0
"Forstwirtschaft";"Valais / Wallis";"EFZ";25;0;25;25;0;25;0;0;0
"Forstwirtschaft";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Neuchâtel";"Ausbildungstyp - Total";17;0;17;16;0;16;1;0;1
"Forstwirtschaft";"Neuchâtel";"EFZ";17;0;17;16;0;16;1;0;1
"Forstwirtschaft";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Genève";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Genève";"EFZ";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Jura";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Jura";"EFZ";4;0;4;4;0;4;0;0;0
"Forstwirtschaft";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Forstwirtschaft";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schweiz";"Ausbildungstyp - Total";187;0;187;8;0;8;179;0;179
"Tiermedizin";"Schweiz";"EFZ";187;0;187;8;0;8;179;0;179
"Tiermedizin";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Zürich";"Ausbildungstyp - Total";37;0;37;3;0;3;34;0;34
"Tiermedizin";"Zürich";"EFZ";37;0;37;3;0;3;34;0;34
"Tiermedizin";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Bern / Berne";"Ausbildungstyp - Total";28;0;28;1;0;1;27;0;27
"Tiermedizin";"Bern / Berne";"EFZ";28;0;28;1;0;1;27;0;27
"Tiermedizin";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Luzern";"Ausbildungstyp - Total";5;0;5;0;0;0;5;0;5
"Tiermedizin";"Luzern";"EFZ";5;0;5;0;0;0;5;0;5
"Tiermedizin";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Uri";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Uri";"EFZ";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schwyz";"Ausbildungstyp - Total";1;0;1;0;0;0;1;0;1
"Tiermedizin";"Schwyz";"EFZ";1;0;1;0;0;0;1;0;1
"Tiermedizin";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Obwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Obwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Nidwalden";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Nidwalden";"EFZ";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Glarus";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Glarus";"EFZ";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Zug";"Ausbildungstyp - Total";3;0;3;0;0;0;3;0;3
"Tiermedizin";"Zug";"EFZ";3;0;3;0;0;0;3;0;3
"Tiermedizin";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Fribourg / Freiburg";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Fribourg / Freiburg";"EFZ";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Solothurn";"Ausbildungstyp - Total";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Solothurn";"EFZ";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Basel-Stadt";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Basel-Stadt";"EFZ";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Basel-Landschaft";"Ausbildungstyp - Total";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Basel-Landschaft";"EFZ";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schaffhausen";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Schaffhausen";"EFZ";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Appenzell Ausserrhoden";"EFZ";2;0;2;0;0;0;2;0;2
"Tiermedizin";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"St. Gallen";"Ausbildungstyp - Total";7;0;7;0;0;0;7;0;7
"Tiermedizin";"St. Gallen";"EFZ";7;0;7;0;0;0;7;0;7
"Tiermedizin";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Graubünden / Grigioni / Grischun";"EFZ";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Aargau";"Ausbildungstyp - Total";9;0;9;0;0;0;9;0;9
"Tiermedizin";"Aargau";"EFZ";9;0;9;0;0;0;9;0;9
"Tiermedizin";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Thurgau";"Ausbildungstyp - Total";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Thurgau";"EFZ";6;0;6;0;0;0;6;0;6
"Tiermedizin";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Ticino";"Ausbildungstyp - Total";7;0;7;0;0;0;7;0;7
"Tiermedizin";"Ticino";"EFZ";7;0;7;0;0;0;7;0;7
"Tiermedizin";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Vaud";"Ausbildungstyp - Total";31;0;31;2;0;2;29;0;29
"Tiermedizin";"Vaud";"EFZ";31;0;31;2;0;2;29;0;29
"Tiermedizin";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Valais / Wallis";"Ausbildungstyp - Total";3;0;3;1;0;1;2;0;2
"Tiermedizin";"Valais / Wallis";"EFZ";3;0;3;1;0;1;2;0;2
"Tiermedizin";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Neuchâtel";"Ausbildungstyp - Total";7;0;7;0;0;0;7;0;7
"Tiermedizin";"Neuchâtel";"EFZ";7;0;7;0;0;0;7;0;7
"Tiermedizin";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Genève";"Ausbildungstyp - Total";12;0;12;0;0;0;12;0;12
"Tiermedizin";"Genève";"EFZ";12;0;12;0;0;0;12;0;12
"Tiermedizin";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Jura";"Ausbildungstyp - Total";3;0;3;1;0;1;2;0;2
"Tiermedizin";"Jura";"EFZ";3;0;3;1;0;1;2;0;2
"Tiermedizin";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Tiermedizin";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Schweiz";"Ausbildungstyp - Total";1555;35;1520;227;0;227;1328;35;1293
"Medizinische Dienste";"Schweiz";"EFZ";1391;35;1356;171;0;171;1220;35;1185
"Medizinische Dienste";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Schweiz";"Nicht reglementiert";164;0;164;56;0;56;108;0;108
"Medizinische Dienste";"Zürich";"Ausbildungstyp - Total";326;0;326;43;0;43;283;0;283
"Medizinische Dienste";"Zürich";"EFZ";278;0;278;28;0;28;250;0;250
"Medizinische Dienste";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Zürich";"Nicht reglementiert";48;0;48;15;0;15;33;0;33
"Medizinische Dienste";"Bern / Berne";"Ausbildungstyp - Total";205;0;205;24;0;24;181;0;181
"Medizinische Dienste";"Bern / Berne";"EFZ";197;0;197;22;0;22;175;0;175
"Medizinische Dienste";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Bern / Berne";"Nicht reglementiert";8;0;8;2;0;2;6;0;6
"Medizinische Dienste";"Luzern";"Ausbildungstyp - Total";110;0;110;18;0;18;92;0;92
"Medizinische Dienste";"Luzern";"EFZ";73;0;73;8;0;8;65;0;65
"Medizinische Dienste";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Luzern";"Nicht reglementiert";37;0;37;10;0;10;27;0;27
"Medizinische Dienste";"Uri";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Uri";"EFZ";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Schwyz";"Ausbildungstyp - Total";26;0;26;3;0;3;23;0;23
"Medizinische Dienste";"Schwyz";"EFZ";26;0;26;3;0;3;23;0;23
"Medizinische Dienste";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Obwalden";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Obwalden";"EFZ";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Nidwalden";"Ausbildungstyp - Total";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Nidwalden";"EFZ";8;0;8;1;0;1;7;0;7
"Medizinische Dienste";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Glarus";"Ausbildungstyp - Total";11;0;11;1;0;1;10;0;10
"Medizinische Dienste";"Glarus";"EFZ";11;0;11;1;0;1;10;0;10
"Medizinische Dienste";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Zug";"Ausbildungstyp - Total";19;0;19;1;0;1;18;0;18
"Medizinische Dienste";"Zug";"EFZ";19;0;19;1;0;1;18;0;18
"Medizinische Dienste";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Fribourg / Freiburg";"Ausbildungstyp - Total";34;0;34;8;0;8;26;0;26
"Medizinische Dienste";"Fribourg / Freiburg";"EFZ";34;0;34;8;0;8;26;0;26
"Medizinische Dienste";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Solothurn";"Ausbildungstyp - Total";41;0;41;2;0;2;39;0;39
"Medizinische Dienste";"Solothurn";"EFZ";41;0;41;2;0;2;39;0;39
"Medizinische Dienste";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Basel-Stadt";"Ausbildungstyp - Total";46;0;46;8;0;8;38;0;38
"Medizinische Dienste";"Basel-Stadt";"EFZ";46;0;46;8;0;8;38;0;38
"Medizinische Dienste";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Basel-Landschaft";"Ausbildungstyp - Total";55;0;55;10;0;10;45;0;45
"Medizinische Dienste";"Basel-Landschaft";"EFZ";38;0;38;2;0;2;36;0;36
"Medizinische Dienste";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Basel-Landschaft";"Nicht reglementiert";17;0;17;8;0;8;9;0;9
"Medizinische Dienste";"Schaffhausen";"Ausbildungstyp - Total";16;0;16;1;0;1;15;0;15
"Medizinische Dienste";"Schaffhausen";"EFZ";16;0;16;1;0;1;15;0;15
"Medizinische Dienste";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";6;0;6;0;0;0;6;0;6
"Medizinische Dienste";"Appenzell Ausserrhoden";"EFZ";6;0;6;0;0;0;6;0;6
"Medizinische Dienste";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Appenzell Innerrhoden";"Ausbildungstyp - Total";7;0;7;1;0;1;6;0;6
"Medizinische Dienste";"Appenzell Innerrhoden";"EFZ";7;0;7;1;0;1;6;0;6
"Medizinische Dienste";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"St. Gallen";"Ausbildungstyp - Total";105;0;105;14;0;14;91;0;91
"Medizinische Dienste";"St. Gallen";"EFZ";90;0;90;8;0;8;82;0;82
"Medizinische Dienste";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"St. Gallen";"Nicht reglementiert";15;0;15;6;0;6;9;0;9
"Medizinische Dienste";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";53;0;53;11;0;11;42;0;42
"Medizinische Dienste";"Graubünden / Grigioni / Grischun";"EFZ";28;0;28;3;0;3;25;0;25
"Medizinische Dienste";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";25;0;25;8;0;8;17;0;17
"Medizinische Dienste";"Aargau";"Ausbildungstyp - Total";102;0;102;7;0;7;95;0;95
"Medizinische Dienste";"Aargau";"EFZ";102;0;102;7;0;7;95;0;95
"Medizinische Dienste";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Thurgau";"Ausbildungstyp - Total";41;0;41;2;0;2;39;0;39
"Medizinische Dienste";"Thurgau";"EFZ";41;0;41;2;0;2;39;0;39
"Medizinische Dienste";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Ticino";"Ausbildungstyp - Total";83;0;83;20;0;20;63;0;63
"Medizinische Dienste";"Ticino";"EFZ";69;0;69;13;0;13;56;0;56
"Medizinische Dienste";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Ticino";"Nicht reglementiert";14;0;14;7;0;7;7;0;7
"Medizinische Dienste";"Vaud";"Ausbildungstyp - Total";105;0;105;30;0;30;75;0;75
"Medizinische Dienste";"Vaud";"EFZ";105;0;105;30;0;30;75;0;75
"Medizinische Dienste";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Valais / Wallis";"Ausbildungstyp - Total";59;18;41;5;0;5;54;18;36
"Medizinische Dienste";"Valais / Wallis";"EFZ";59;18;41;5;0;5;54;18;36
"Medizinische Dienste";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Neuchâtel";"Ausbildungstyp - Total";20;0;20;5;0;5;15;0;15
"Medizinische Dienste";"Neuchâtel";"EFZ";20;0;20;5;0;5;15;0;15
"Medizinische Dienste";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Medizinische Dienste";"Genève";"Ausbildungstyp - Total";55;17;38;9;0;9;46;17;29
"Medizinische Dienste";"Genève";"EFZ";55;17;38;9;0;9;46;17;29
