"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2013";"Geschlecht - Total Vollschulisch 2013";"Geschlecht - Total Dual 2013";"Mann Ausbildungsform - Total 2013";"Mann Vollschulisch 2013";"Mann Dual 2013";"Frau Ausbildungsform - Total 2013";"Frau Vollschulisch 2013";"Frau Dual 2013"
"Wirtschaft und Verwaltung";"Genève";"Ausbildungstyp - Total";1370;939;431;764;592;172;606;347;259
"Wirtschaft und Verwaltung";"Genève";"EFZ";1370;939;431;764;592;172;606;347;259
"Wirtschaft und Verwaltung";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Wirtschaft und Verwaltung";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Wirtschaft und Verwaltung";"Jura";"Ausbildungstyp - Total";188;76;112;57;27;30;131;49;82
"Wirtschaft und Verwaltung";"Jura";"EFZ";188;76;112;57;27;30;131;49;82
"Wirtschaft und Verwaltung";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Wirtschaft und Verwaltung";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Schweiz";"Ausbildungstyp - Total";2081;595;1486;1916;541;1375;165;54;111
"Informatik";"Schweiz";"EFZ";1952;573;1379;1805;522;1283;147;51;96
"Informatik";"Schweiz";"EBA";129;22;107;111;19;92;18;3;15
"Informatik";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Zürich";"Ausbildungstyp - Total";503;92;411;464;88;376;39;4;35
"Informatik";"Zürich";"EFZ";463;92;371;429;88;341;34;4;30
"Informatik";"Zürich";"EBA";40;0;40;35;0;35;5;0;5
"Informatik";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Bern / Berne";"Ausbildungstyp - Total";327;54;273;295;50;245;32;4;28
"Informatik";"Bern / Berne";"EFZ";285;32;253;261;31;230;24;1;23
"Informatik";"Bern / Berne";"EBA";42;22;20;34;19;15;8;3;5
"Informatik";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Luzern";"Ausbildungstyp - Total";75;0;75;71;0;71;4;0;4
"Informatik";"Luzern";"EFZ";64;0;64;60;0;60;4;0;4
"Informatik";"Luzern";"EBA";11;0;11;11;0;11;0;0;0
"Informatik";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Uri";"Ausbildungstyp - Total";2;0;2;2;0;2;0;0;0
"Informatik";"Uri";"EFZ";2;0;2;2;0;2;0;0;0
"Informatik";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Schwyz";"Ausbildungstyp - Total";10;0;10;10;0;10;0;0;0
"Informatik";"Schwyz";"EFZ";8;0;8;8;0;8;0;0;0
"Informatik";"Schwyz";"EBA";2;0;2;2;0;2;0;0;0
"Informatik";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Obwalden";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Informatik";"Obwalden";"EFZ";4;0;4;4;0;4;0;0;0
"Informatik";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Nidwalden";"Ausbildungstyp - Total";4;0;4;4;0;4;0;0;0
"Informatik";"Nidwalden";"EFZ";4;0;4;4;0;4;0;0;0
"Informatik";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Glarus";"Ausbildungstyp - Total";6;0;6;6;0;6;0;0;0
"Informatik";"Glarus";"EFZ";6;0;6;6;0;6;0;0;0
"Informatik";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Zug";"Ausbildungstyp - Total";64;0;64;56;0;56;8;0;8
"Informatik";"Zug";"EFZ";64;0;64;56;0;56;8;0;8
"Informatik";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Fribourg / Freiburg";"Ausbildungstyp - Total";64;38;26;58;34;24;6;4;2
"Informatik";"Fribourg / Freiburg";"EFZ";63;38;25;57;34;23;6;4;2
"Informatik";"Fribourg / Freiburg";"EBA";1;0;1;1;0;1;0;0;0
"Informatik";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Solothurn";"Ausbildungstyp - Total";51;14;37;50;14;36;1;0;1
"Informatik";"Solothurn";"EFZ";50;14;36;49;14;35;1;0;1
"Informatik";"Solothurn";"EBA";1;0;1;1;0;1;0;0;0
"Informatik";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Basel-Stadt";"Ausbildungstyp - Total";58;0;58;55;0;55;3;0;3
"Informatik";"Basel-Stadt";"EFZ";55;0;55;53;0;53;2;0;2
"Informatik";"Basel-Stadt";"EBA";3;0;3;2;0;2;1;0;1
"Informatik";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Basel-Landschaft";"Ausbildungstyp - Total";33;0;33;27;0;27;6;0;6
"Informatik";"Basel-Landschaft";"EFZ";30;0;30;24;0;24;6;0;6
"Informatik";"Basel-Landschaft";"EBA";3;0;3;3;0;3;0;0;0
"Informatik";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Schaffhausen";"Ausbildungstyp - Total";12;0;12;12;0;12;0;0;0
"Informatik";"Schaffhausen";"EFZ";12;0;12;12;0;12;0;0;0
"Informatik";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";7;0;7;7;0;7;0;0;0
"Informatik";"Appenzell Ausserrhoden";"EFZ";7;0;7;7;0;7;0;0;0
"Informatik";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Appenzell Innerrhoden";"Ausbildungstyp - Total";1;0;1;1;0;1;0;0;0
"Informatik";"Appenzell Innerrhoden";"EFZ";1;0;1;1;0;1;0;0;0
"Informatik";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"St. Gallen";"Ausbildungstyp - Total";91;0;91;86;0;86;5;0;5
"Informatik";"St. Gallen";"EFZ";88;0;88;84;0;84;4;0;4
"Informatik";"St. Gallen";"EBA";3;0;3;2;0;2;1;0;1
"Informatik";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";37;5;32;36;5;31;1;0;1
"Informatik";"Graubünden / Grigioni / Grischun";"EFZ";37;5;32;36;5;31;1;0;1
"Informatik";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Aargau";"Ausbildungstyp - Total";93;0;93;87;0;87;6;0;6
"Informatik";"Aargau";"EFZ";85;0;85;81;0;81;4;0;4
"Informatik";"Aargau";"EBA";8;0;8;6;0;6;2;0;2
"Informatik";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Thurgau";"Ausbildungstyp - Total";61;24;37;59;23;36;2;1;1
"Informatik";"Thurgau";"EFZ";58;24;34;56;23;33;2;1;1
"Informatik";"Thurgau";"EBA";3;0;3;3;0;3;0;0;0
"Informatik";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Ticino";"Ausbildungstyp - Total";54;23;31;51;21;30;3;2;1
"Informatik";"Ticino";"EFZ";54;23;31;51;21;30;3;2;1
"Informatik";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Informatik";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Vaud";"Ausbildungstyp - Total";209;105;104;197;97;100;12;8;4
"Informatik";"Vaud";"EFZ";203;105;98;192;97;95;11;8;3
"Informatik";"Vaud";"EBA";6;0;6;5;0;5;1;0;1
"Informatik";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Valais / Wallis";"Ausbildungstyp - Total";55;30;25;52;28;24;3;2;1
"Informatik";"Valais / Wallis";"EFZ";52;30;22;49;28;21;3;2;1
"Informatik";"Valais / Wallis";"EBA";3;0;3;3;0;3;0;0;0
"Informatik";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Neuchâtel";"Ausbildungstyp - Total";128;108;20;107;89;18;21;19;2
"Informatik";"Neuchâtel";"EFZ";127;108;19;106;89;17;21;19;2
"Informatik";"Neuchâtel";"EBA";1;0;1;1;0;1;0;0;0
"Informatik";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Genève";"Ausbildungstyp - Total";99;73;26;88;65;23;11;8;3
"Informatik";"Genève";"EFZ";98;73;25;87;65;22;11;8;3
"Informatik";"Genève";"EBA";1;0;1;1;0;1;0;0;0
"Informatik";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Informatik";"Jura";"Ausbildungstyp - Total";33;29;4;31;27;4;2;2;0
"Informatik";"Jura";"EFZ";32;29;3;30;27;3;2;2;0
"Informatik";"Jura";"EBA";1;0;1;1;0;1;0;0;0
"Informatik";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Schweiz";"Ausbildungstyp - Total";4763;567;4196;4419;488;3931;344;79;265
"Maschinenbau und Metallverarbeitung";"Schweiz";"EFZ";4258;511;3747;3982;440;3542;276;71;205
"Maschinenbau und Metallverarbeitung";"Schweiz";"EBA";505;56;449;437;48;389;68;8;60
"Maschinenbau und Metallverarbeitung";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Zürich";"Ausbildungstyp - Total";588;20;568;567;20;547;21;0;21
"Maschinenbau und Metallverarbeitung";"Zürich";"EFZ";534;19;515;513;19;494;21;0;21
"Maschinenbau und Metallverarbeitung";"Zürich";"EBA";54;1;53;54;1;53;0;0;0
"Maschinenbau und Metallverarbeitung";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Bern / Berne";"Ausbildungstyp - Total";753;165;588;698;141;557;55;24;31
"Maschinenbau und Metallverarbeitung";"Bern / Berne";"EFZ";654;110;544;612;94;518;42;16;26
"Maschinenbau und Metallverarbeitung";"Bern / Berne";"EBA";99;55;44;86;47;39;13;8;5
"Maschinenbau und Metallverarbeitung";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Luzern";"Ausbildungstyp - Total";232;0;232;221;0;221;11;0;11
"Maschinenbau und Metallverarbeitung";"Luzern";"EFZ";211;0;211;200;0;200;11;0;11
"Maschinenbau und Metallverarbeitung";"Luzern";"EBA";21;0;21;21;0;21;0;0;0
"Maschinenbau und Metallverarbeitung";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Uri";"Ausbildungstyp - Total";32;0;32;31;0;31;1;0;1
"Maschinenbau und Metallverarbeitung";"Uri";"EFZ";28;0;28;28;0;28;0;0;0
"Maschinenbau und Metallverarbeitung";"Uri";"EBA";4;0;4;3;0;3;1;0;1
"Maschinenbau und Metallverarbeitung";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Schwyz";"Ausbildungstyp - Total";79;0;79;75;0;75;4;0;4
"Maschinenbau und Metallverarbeitung";"Schwyz";"EFZ";75;0;75;71;0;71;4;0;4
"Maschinenbau und Metallverarbeitung";"Schwyz";"EBA";4;0;4;4;0;4;0;0;0
"Maschinenbau und Metallverarbeitung";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Obwalden";"Ausbildungstyp - Total";32;0;32;31;0;31;1;0;1
"Maschinenbau und Metallverarbeitung";"Obwalden";"EFZ";31;0;31;30;0;30;1;0;1
"Maschinenbau und Metallverarbeitung";"Obwalden";"EBA";1;0;1;1;0;1;0;0;0
"Maschinenbau und Metallverarbeitung";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Nidwalden";"Ausbildungstyp - Total";40;0;40;37;0;37;3;0;3
"Maschinenbau und Metallverarbeitung";"Nidwalden";"EFZ";38;0;38;35;0;35;3;0;3
"Maschinenbau und Metallverarbeitung";"Nidwalden";"EBA";2;0;2;2;0;2;0;0;0
"Maschinenbau und Metallverarbeitung";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Glarus";"Ausbildungstyp - Total";41;0;41;39;0;39;2;0;2
"Maschinenbau und Metallverarbeitung";"Glarus";"EFZ";38;0;38;36;0;36;2;0;2
"Maschinenbau und Metallverarbeitung";"Glarus";"EBA";3;0;3;3;0;3;0;0;0
"Maschinenbau und Metallverarbeitung";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Zug";"Ausbildungstyp - Total";46;0;46;42;0;42;4;0;4
"Maschinenbau und Metallverarbeitung";"Zug";"EFZ";44;0;44;40;0;40;4;0;4
"Maschinenbau und Metallverarbeitung";"Zug";"EBA";2;0;2;2;0;2;0;0;0
"Maschinenbau und Metallverarbeitung";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Fribourg / Freiburg";"Ausbildungstyp - Total";142;13;129;138;13;125;4;0;4
"Maschinenbau und Metallverarbeitung";"Fribourg / Freiburg";"EFZ";137;13;124;133;13;120;4;0;4
"Maschinenbau und Metallverarbeitung";"Fribourg / Freiburg";"EBA";5;0;5;5;0;5;0;0;0
"Maschinenbau und Metallverarbeitung";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Solothurn";"Ausbildungstyp - Total";252;14;238;228;9;219;24;5;19
"Maschinenbau und Metallverarbeitung";"Solothurn";"EFZ";229;14;215;210;9;201;19;5;14
"Maschinenbau und Metallverarbeitung";"Solothurn";"EBA";23;0;23;18;0;18;5;0;5
"Maschinenbau und Metallverarbeitung";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Basel-Stadt";"Ausbildungstyp - Total";60;22;38;59;21;38;1;1;0
"Maschinenbau und Metallverarbeitung";"Basel-Stadt";"EFZ";56;22;34;55;21;34;1;1;0
"Maschinenbau und Metallverarbeitung";"Basel-Stadt";"EBA";4;0;4;4;0;4;0;0;0
"Maschinenbau und Metallverarbeitung";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Basel-Landschaft";"Ausbildungstyp - Total";124;0;124;116;0;116;8;0;8
"Maschinenbau und Metallverarbeitung";"Basel-Landschaft";"EFZ";106;0;106;98;0;98;8;0;8
"Maschinenbau und Metallverarbeitung";"Basel-Landschaft";"EBA";18;0;18;18;0;18;0;0;0
"Maschinenbau und Metallverarbeitung";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Schaffhausen";"Ausbildungstyp - Total";65;0;65;59;0;59;6;0;6
"Maschinenbau und Metallverarbeitung";"Schaffhausen";"EFZ";58;0;58;52;0;52;6;0;6
"Maschinenbau und Metallverarbeitung";"Schaffhausen";"EBA";7;0;7;7;0;7;0;0;0
"Maschinenbau und Metallverarbeitung";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";23;0;23;23;0;23;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Ausserrhoden";"EFZ";20;0;20;20;0;20;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Ausserrhoden";"EBA";3;0;3;3;0;3;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Innerrhoden";"Ausbildungstyp - Total";18;0;18;18;0;18;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Innerrhoden";"EFZ";17;0;17;17;0;17;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Innerrhoden";"EBA";1;0;1;1;0;1;0;0;0
"Maschinenbau und Metallverarbeitung";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"St. Gallen";"Ausbildungstyp - Total";485;0;485;470;0;470;15;0;15
"Maschinenbau und Metallverarbeitung";"St. Gallen";"EFZ";428;0;428;414;0;414;14;0;14
"Maschinenbau und Metallverarbeitung";"St. Gallen";"EBA";57;0;57;56;0;56;1;0;1
"Maschinenbau und Metallverarbeitung";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";83;0;83;81;0;81;2;0;2
"Maschinenbau und Metallverarbeitung";"Graubünden / Grigioni / Grischun";"EFZ";79;0;79;77;0;77;2;0;2
"Maschinenbau und Metallverarbeitung";"Graubünden / Grigioni / Grischun";"EBA";4;0;4;4;0;4;0;0;0
"Maschinenbau und Metallverarbeitung";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Aargau";"Ausbildungstyp - Total";365;0;365;349;0;349;16;0;16
"Maschinenbau und Metallverarbeitung";"Aargau";"EFZ";327;0;327;312;0;312;15;0;15
"Maschinenbau und Metallverarbeitung";"Aargau";"EBA";38;0;38;37;0;37;1;0;1
"Maschinenbau und Metallverarbeitung";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Thurgau";"Ausbildungstyp - Total";149;0;149;145;0;145;4;0;4
"Maschinenbau und Metallverarbeitung";"Thurgau";"EFZ";138;0;138;135;0;135;3;0;3
"Maschinenbau und Metallverarbeitung";"Thurgau";"EBA";11;0;11;10;0;10;1;0;1
"Maschinenbau und Metallverarbeitung";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Ticino";"Ausbildungstyp - Total";119;26;93;116;26;90;3;0;3
"Maschinenbau und Metallverarbeitung";"Ticino";"EFZ";111;26;85;109;26;83;2;0;2
"Maschinenbau und Metallverarbeitung";"Ticino";"EBA";8;0;8;7;0;7;1;0;1
"Maschinenbau und Metallverarbeitung";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Vaud";"Ausbildungstyp - Total";286;89;197;256;75;181;30;14;16
"Maschinenbau und Metallverarbeitung";"Vaud";"EFZ";257;89;168;231;75;156;26;14;12
"Maschinenbau und Metallverarbeitung";"Vaud";"EBA";29;0;29;25;0;25;4;0;4
"Maschinenbau und Metallverarbeitung";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Valais / Wallis";"Ausbildungstyp - Total";149;7;142;141;7;134;8;0;8
"Maschinenbau und Metallverarbeitung";"Valais / Wallis";"EFZ";137;7;130;129;7;122;8;0;8
"Maschinenbau und Metallverarbeitung";"Valais / Wallis";"EBA";12;0;12;12;0;12;0;0;0
"Maschinenbau und Metallverarbeitung";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Neuchâtel";"Ausbildungstyp - Total";305;81;224;223;67;156;82;14;68
"Maschinenbau und Metallverarbeitung";"Neuchâtel";"EFZ";243;81;162;196;67;129;47;14;33
"Maschinenbau und Metallverarbeitung";"Neuchâtel";"EBA";62;0;62;27;0;27;35;0;35
"Maschinenbau und Metallverarbeitung";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Genève";"Ausbildungstyp - Total";159;80;79;143;73;70;16;7;9
"Maschinenbau und Metallverarbeitung";"Genève";"EFZ";144;80;64;130;73;57;14;7;7
"Maschinenbau und Metallverarbeitung";"Genève";"EBA";15;0;15;13;0;13;2;0;2
"Maschinenbau und Metallverarbeitung";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Maschinenbau und Metallverarbeitung";"Jura";"Ausbildungstyp - Total";136;50;86;113;36;77;23;14;9
"Maschinenbau und Metallverarbeitung";"Jura";"EFZ";118;50;68;99;36;63;19;14;5
"Maschinenbau und Metallverarbeitung";"Jura";"EBA";18;0;18;14;0;14;4;0;4
"Maschinenbau und Metallverarbeitung";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Schweiz";"Ausbildungstyp - Total";4293;5;4288;4216;5;4211;77;0;77
"Elektrizität und Energie";"Schweiz";"EFZ";4026;1;4025;3949;1;3948;77;0;77
"Elektrizität und Energie";"Schweiz";"EBA";267;4;263;267;4;263;0;0;0
"Elektrizität und Energie";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Zürich";"Ausbildungstyp - Total";727;0;727;713;0;713;14;0;14
"Elektrizität und Energie";"Zürich";"EFZ";690;0;690;676;0;676;14;0;14
"Elektrizität und Energie";"Zürich";"EBA";37;0;37;37;0;37;0;0;0
"Elektrizität und Energie";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Bern / Berne";"Ausbildungstyp - Total";477;4;473;466;4;462;11;0;11
"Elektrizität und Energie";"Bern / Berne";"EFZ";449;0;449;438;0;438;11;0;11
"Elektrizität und Energie";"Bern / Berne";"EBA";28;4;24;28;4;24;0;0;0
"Elektrizität und Energie";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Luzern";"Ausbildungstyp - Total";295;0;295;290;0;290;5;0;5
"Elektrizität und Energie";"Luzern";"EFZ";272;0;272;267;0;267;5;0;5
"Elektrizität und Energie";"Luzern";"EBA";23;0;23;23;0;23;0;0;0
"Elektrizität und Energie";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Uri";"Ausbildungstyp - Total";37;0;37;37;0;37;0;0;0
"Elektrizität und Energie";"Uri";"EFZ";34;0;34;34;0;34;0;0;0
"Elektrizität und Energie";"Uri";"EBA";3;0;3;3;0;3;0;0;0
"Elektrizität und Energie";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Schwyz";"Ausbildungstyp - Total";68;0;68;65;0;65;3;0;3
"Elektrizität und Energie";"Schwyz";"EFZ";63;0;63;60;0;60;3;0;3
"Elektrizität und Energie";"Schwyz";"EBA";5;0;5;5;0;5;0;0;0
"Elektrizität und Energie";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Obwalden";"Ausbildungstyp - Total";28;0;28;28;0;28;0;0;0
"Elektrizität und Energie";"Obwalden";"EFZ";28;0;28;28;0;28;0;0;0
"Elektrizität und Energie";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Nidwalden";"Ausbildungstyp - Total";22;0;22;22;0;22;0;0;0
"Elektrizität und Energie";"Nidwalden";"EFZ";20;0;20;20;0;20;0;0;0
"Elektrizität und Energie";"Nidwalden";"EBA";2;0;2;2;0;2;0;0;0
"Elektrizität und Energie";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Glarus";"Ausbildungstyp - Total";28;0;28;27;0;27;1;0;1
"Elektrizität und Energie";"Glarus";"EFZ";28;0;28;27;0;27;1;0;1
"Elektrizität und Energie";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Zug";"Ausbildungstyp - Total";89;0;89;88;0;88;1;0;1
"Elektrizität und Energie";"Zug";"EFZ";86;0;86;85;0;85;1;0;1
"Elektrizität und Energie";"Zug";"EBA";3;0;3;3;0;3;0;0;0
"Elektrizität und Energie";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Fribourg / Freiburg";"Ausbildungstyp - Total";156;0;156;155;0;155;1;0;1
"Elektrizität und Energie";"Fribourg / Freiburg";"EFZ";152;0;152;151;0;151;1;0;1
"Elektrizität und Energie";"Fribourg / Freiburg";"EBA";4;0;4;4;0;4;0;0;0
"Elektrizität und Energie";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Solothurn";"Ausbildungstyp - Total";107;1;106;105;1;104;2;0;2
"Elektrizität und Energie";"Solothurn";"EFZ";93;1;92;91;1;90;2;0;2
"Elektrizität und Energie";"Solothurn";"EBA";14;0;14;14;0;14;0;0;0
"Elektrizität und Energie";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Basel-Stadt";"Ausbildungstyp - Total";151;0;151;149;0;149;2;0;2
"Elektrizität und Energie";"Basel-Stadt";"EFZ";146;0;146;144;0;144;2;0;2
"Elektrizität und Energie";"Basel-Stadt";"EBA";5;0;5;5;0;5;0;0;0
"Elektrizität und Energie";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Basel-Landschaft";"Ausbildungstyp - Total";106;0;106;103;0;103;3;0;3
"Elektrizität und Energie";"Basel-Landschaft";"EFZ";95;0;95;92;0;92;3;0;3
"Elektrizität und Energie";"Basel-Landschaft";"EBA";11;0;11;11;0;11;0;0;0
"Elektrizität und Energie";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Schaffhausen";"Ausbildungstyp - Total";41;0;41;41;0;41;0;0;0
"Elektrizität und Energie";"Schaffhausen";"EFZ";39;0;39;39;0;39;0;0;0
"Elektrizität und Energie";"Schaffhausen";"EBA";2;0;2;2;0;2;0;0;0
"Elektrizität und Energie";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";20;0;20;19;0;19;1;0;1
"Elektrizität und Energie";"Appenzell Ausserrhoden";"EFZ";20;0;20;19;0;19;1;0;1
"Elektrizität und Energie";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
