"Eintritte nach Ausbildungsfeld, Kanton, Ausbildungstyp, Geschlecht und Ausbildungsform"

"Ausbildungsfeld";"Kanton";"Ausbildungstyp";"Geschlecht - Total Ausbildungsform - Total 2013";"Geschlecht - Total Vollschulisch 2013";"Geschlecht - Total Dual 2013";"Mann Ausbildungsform - Total 2013";"Mann Vollschulisch 2013";"Mann Dual 2013";"Frau Ausbildungsform - Total 2013";"Frau Vollschulisch 2013";"Frau Dual 2013"
"Elektrizität und Energie";"Appenzell Innerrhoden";"Ausbildungstyp - Total";11;0;11;11;0;11;0;0;0
"Elektrizität und Energie";"Appenzell Innerrhoden";"EFZ";11;0;11;11;0;11;0;0;0
"Elektrizität und Energie";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"St. Gallen";"Ausbildungstyp - Total";323;0;323;319;0;319;4;0;4
"Elektrizität und Energie";"St. Gallen";"EFZ";292;0;292;288;0;288;4;0;4
"Elektrizität und Energie";"St. Gallen";"EBA";31;0;31;31;0;31;0;0;0
"Elektrizität und Energie";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";160;0;160;154;0;154;6;0;6
"Elektrizität und Energie";"Graubünden / Grigioni / Grischun";"EFZ";142;0;142;136;0;136;6;0;6
"Elektrizität und Energie";"Graubünden / Grigioni / Grischun";"EBA";18;0;18;18;0;18;0;0;0
"Elektrizität und Energie";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Aargau";"Ausbildungstyp - Total";337;0;337;325;0;325;12;0;12
"Elektrizität und Energie";"Aargau";"EFZ";318;0;318;306;0;306;12;0;12
"Elektrizität und Energie";"Aargau";"EBA";19;0;19;19;0;19;0;0;0
"Elektrizität und Energie";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Thurgau";"Ausbildungstyp - Total";151;0;151;147;0;147;4;0;4
"Elektrizität und Energie";"Thurgau";"EFZ";141;0;141;137;0;137;4;0;4
"Elektrizität und Energie";"Thurgau";"EBA";10;0;10;10;0;10;0;0;0
"Elektrizität und Energie";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Ticino";"Ausbildungstyp - Total";240;0;240;240;0;240;0;0;0
"Elektrizität und Energie";"Ticino";"EFZ";232;0;232;232;0;232;0;0;0
"Elektrizität und Energie";"Ticino";"EBA";8;0;8;8;0;8;0;0;0
"Elektrizität und Energie";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Vaud";"Ausbildungstyp - Total";302;0;302;299;0;299;3;0;3
"Elektrizität und Energie";"Vaud";"EFZ";278;0;278;275;0;275;3;0;3
"Elektrizität und Energie";"Vaud";"EBA";24;0;24;24;0;24;0;0;0
"Elektrizität und Energie";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Valais / Wallis";"Ausbildungstyp - Total";218;0;218;216;0;216;2;0;2
"Elektrizität und Energie";"Valais / Wallis";"EFZ";208;0;208;206;0;206;2;0;2
"Elektrizität und Energie";"Valais / Wallis";"EBA";10;0;10;10;0;10;0;0;0
"Elektrizität und Energie";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Neuchâtel";"Ausbildungstyp - Total";74;0;74;73;0;73;1;0;1
"Elektrizität und Energie";"Neuchâtel";"EFZ";72;0;72;71;0;71;1;0;1
"Elektrizität und Energie";"Neuchâtel";"EBA";2;0;2;2;0;2;0;0;0
"Elektrizität und Energie";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Genève";"Ausbildungstyp - Total";85;0;85;85;0;85;0;0;0
"Elektrizität und Energie";"Genève";"EFZ";78;0;78;78;0;78;0;0;0
"Elektrizität und Energie";"Genève";"EBA";7;0;7;7;0;7;0;0;0
"Elektrizität und Energie";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektrizität und Energie";"Jura";"Ausbildungstyp - Total";40;0;40;39;0;39;1;0;1
"Elektrizität und Energie";"Jura";"EFZ";39;0;39;38;0;38;1;0;1
"Elektrizität und Energie";"Jura";"EBA";1;0;1;1;0;1;0;0;0
"Elektrizität und Energie";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schweiz";"Ausbildungstyp - Total";1910;526;1384;1841;503;1338;69;23;46
"Elektronik und Automation";"Schweiz";"EFZ";1910;526;1384;1841;503;1338;69;23;46
"Elektronik und Automation";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Zürich";"Ausbildungstyp - Total";249;36;213;241;35;206;8;1;7
"Elektronik und Automation";"Zürich";"EFZ";249;36;213;241;35;206;8;1;7
"Elektronik und Automation";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Bern / Berne";"Ausbildungstyp - Total";221;72;149;212;68;144;9;4;5
"Elektronik und Automation";"Bern / Berne";"EFZ";221;72;149;212;68;144;9;4;5
"Elektronik und Automation";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Luzern";"Ausbildungstyp - Total";79;0;79;77;0;77;2;0;2
"Elektronik und Automation";"Luzern";"EFZ";79;0;79;77;0;77;2;0;2
"Elektronik und Automation";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Uri";"Ausbildungstyp - Total";9;0;9;9;0;9;0;0;0
"Elektronik und Automation";"Uri";"EFZ";9;0;9;9;0;9;0;0;0
"Elektronik und Automation";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schwyz";"Ausbildungstyp - Total";24;0;24;23;0;23;1;0;1
"Elektronik und Automation";"Schwyz";"EFZ";24;0;24;23;0;23;1;0;1
"Elektronik und Automation";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Obwalden";"Ausbildungstyp - Total";9;0;9;9;0;9;0;0;0
"Elektronik und Automation";"Obwalden";"EFZ";9;0;9;9;0;9;0;0;0
"Elektronik und Automation";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Nidwalden";"Ausbildungstyp - Total";7;0;7;7;0;7;0;0;0
"Elektronik und Automation";"Nidwalden";"EFZ";7;0;7;7;0;7;0;0;0
"Elektronik und Automation";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Glarus";"Ausbildungstyp - Total";9;0;9;8;0;8;1;0;1
"Elektronik und Automation";"Glarus";"EFZ";9;0;9;8;0;8;1;0;1
"Elektronik und Automation";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Zug";"Ausbildungstyp - Total";37;0;37;36;0;36;1;0;1
"Elektronik und Automation";"Zug";"EFZ";37;0;37;36;0;36;1;0;1
"Elektronik und Automation";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Fribourg / Freiburg";"Ausbildungstyp - Total";96;37;59;93;36;57;3;1;2
"Elektronik und Automation";"Fribourg / Freiburg";"EFZ";96;37;59;93;36;57;3;1;2
"Elektronik und Automation";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Solothurn";"Ausbildungstyp - Total";44;0;44;41;0;41;3;0;3
"Elektronik und Automation";"Solothurn";"EFZ";44;0;44;41;0;41;3;0;3
"Elektronik und Automation";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Basel-Stadt";"Ausbildungstyp - Total";30;0;30;27;0;27;3;0;3
"Elektronik und Automation";"Basel-Stadt";"EFZ";30;0;30;27;0;27;3;0;3
"Elektronik und Automation";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Basel-Landschaft";"Ausbildungstyp - Total";32;0;32;32;0;32;0;0;0
"Elektronik und Automation";"Basel-Landschaft";"EFZ";32;0;32;32;0;32;0;0;0
"Elektronik und Automation";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schaffhausen";"Ausbildungstyp - Total";18;0;18;17;0;17;1;0;1
"Elektronik und Automation";"Schaffhausen";"EFZ";18;0;18;17;0;17;1;0;1
"Elektronik und Automation";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";7;0;7;5;0;5;2;0;2
"Elektronik und Automation";"Appenzell Ausserrhoden";"EFZ";7;0;7;5;0;5;2;0;2
"Elektronik und Automation";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Appenzell Innerrhoden";"Ausbildungstyp - Total";4;0;4;3;0;3;1;0;1
"Elektronik und Automation";"Appenzell Innerrhoden";"EFZ";4;0;4;3;0;3;1;0;1
"Elektronik und Automation";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"St. Gallen";"Ausbildungstyp - Total";117;0;117;114;0;114;3;0;3
"Elektronik und Automation";"St. Gallen";"EFZ";117;0;117;114;0;114;3;0;3
"Elektronik und Automation";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";42;0;42;41;0;41;1;0;1
"Elektronik und Automation";"Graubünden / Grigioni / Grischun";"EFZ";42;0;42;41;0;41;1;0;1
"Elektronik und Automation";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Aargau";"Ausbildungstyp - Total";153;0;153;151;0;151;2;0;2
"Elektronik und Automation";"Aargau";"EFZ";153;0;153;151;0;151;2;0;2
"Elektronik und Automation";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Thurgau";"Ausbildungstyp - Total";44;0;44;41;0;41;3;0;3
"Elektronik und Automation";"Thurgau";"EFZ";44;0;44;41;0;41;3;0;3
"Elektronik und Automation";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Ticino";"Ausbildungstyp - Total";101;54;47;99;52;47;2;2;0
"Elektronik und Automation";"Ticino";"EFZ";101;54;47;99;52;47;2;2;0
"Elektronik und Automation";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Vaud";"Ausbildungstyp - Total";200;119;81;189;112;77;11;7;4
"Elektronik und Automation";"Vaud";"EFZ";200;119;81;189;112;77;11;7;4
"Elektronik und Automation";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Valais / Wallis";"Ausbildungstyp - Total";72;40;32;70;38;32;2;2;0
"Elektronik und Automation";"Valais / Wallis";"EFZ";72;40;32;70;38;32;2;2;0
"Elektronik und Automation";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Neuchâtel";"Ausbildungstyp - Total";106;83;23;101;81;20;5;2;3
"Elektronik und Automation";"Neuchâtel";"EFZ";106;83;23;101;81;20;5;2;3
"Elektronik und Automation";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Genève";"Ausbildungstyp - Total";169;63;106;166;61;105;3;2;1
"Elektronik und Automation";"Genève";"EFZ";169;63;106;166;61;105;3;2;1
"Elektronik und Automation";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Jura";"Ausbildungstyp - Total";31;22;9;29;20;9;2;2;0
"Elektronik und Automation";"Jura";"EFZ";31;22;9;29;20;9;2;2;0
"Elektronik und Automation";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Elektronik und Automation";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schweiz";"Ausbildungstyp - Total";627;57;570;393;31;362;234;26;208
"Chemie und Verfahrenstechnik";"Schweiz";"EFZ";627;57;570;393;31;362;234;26;208
"Chemie und Verfahrenstechnik";"Schweiz";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Zürich";"Ausbildungstyp - Total";66;0;66;45;0;45;21;0;21
"Chemie und Verfahrenstechnik";"Zürich";"EFZ";66;0;66;45;0;45;21;0;21
"Chemie und Verfahrenstechnik";"Zürich";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Bern / Berne";"Ausbildungstyp - Total";30;0;30;16;0;16;14;0;14
"Chemie und Verfahrenstechnik";"Bern / Berne";"EFZ";30;0;30;16;0;16;14;0;14
"Chemie und Verfahrenstechnik";"Bern / Berne";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Luzern";"Ausbildungstyp - Total";10;0;10;5;0;5;5;0;5
"Chemie und Verfahrenstechnik";"Luzern";"EFZ";10;0;10;5;0;5;5;0;5
"Chemie und Verfahrenstechnik";"Luzern";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Uri";"Ausbildungstyp - Total";1;0;1;1;0;1;0;0;0
"Chemie und Verfahrenstechnik";"Uri";"EFZ";1;0;1;1;0;1;0;0;0
"Chemie und Verfahrenstechnik";"Uri";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Uri";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schwyz";"Ausbildungstyp - Total";2;0;2;1;0;1;1;0;1
"Chemie und Verfahrenstechnik";"Schwyz";"EFZ";2;0;2;1;0;1;1;0;1
"Chemie und Verfahrenstechnik";"Schwyz";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schwyz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Obwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Obwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Obwalden";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Obwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Nidwalden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Nidwalden";"EFZ";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Nidwalden";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Nidwalden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Glarus";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Glarus";"EFZ";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Glarus";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Glarus";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Zug";"Ausbildungstyp - Total";5;0;5;2;0;2;3;0;3
"Chemie und Verfahrenstechnik";"Zug";"EFZ";5;0;5;2;0;2;3;0;3
"Chemie und Verfahrenstechnik";"Zug";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Zug";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Fribourg / Freiburg";"Ausbildungstyp - Total";26;0;26;13;0;13;13;0;13
"Chemie und Verfahrenstechnik";"Fribourg / Freiburg";"EFZ";26;0;26;13;0;13;13;0;13
"Chemie und Verfahrenstechnik";"Fribourg / Freiburg";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Fribourg / Freiburg";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Solothurn";"Ausbildungstyp - Total";2;0;2;0;0;0;2;0;2
"Chemie und Verfahrenstechnik";"Solothurn";"EFZ";2;0;2;0;0;0;2;0;2
"Chemie und Verfahrenstechnik";"Solothurn";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Solothurn";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Basel-Stadt";"Ausbildungstyp - Total";66;0;66;39;0;39;27;0;27
"Chemie und Verfahrenstechnik";"Basel-Stadt";"EFZ";66;0;66;39;0;39;27;0;27
"Chemie und Verfahrenstechnik";"Basel-Stadt";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Basel-Stadt";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Basel-Landschaft";"Ausbildungstyp - Total";93;0;93;55;0;55;38;0;38
"Chemie und Verfahrenstechnik";"Basel-Landschaft";"EFZ";93;0;93;55;0;55;38;0;38
"Chemie und Verfahrenstechnik";"Basel-Landschaft";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Basel-Landschaft";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schaffhausen";"Ausbildungstyp - Total";11;0;11;9;0;9;2;0;2
"Chemie und Verfahrenstechnik";"Schaffhausen";"EFZ";11;0;11;9;0;9;2;0;2
"Chemie und Verfahrenstechnik";"Schaffhausen";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Schaffhausen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Ausserrhoden";"Ausbildungstyp - Total";4;0;4;2;0;2;2;0;2
"Chemie und Verfahrenstechnik";"Appenzell Ausserrhoden";"EFZ";4;0;4;2;0;2;2;0;2
"Chemie und Verfahrenstechnik";"Appenzell Ausserrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Ausserrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Innerrhoden";"Ausbildungstyp - Total";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Innerrhoden";"EFZ";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Innerrhoden";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Appenzell Innerrhoden";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"St. Gallen";"Ausbildungstyp - Total";27;0;27;15;0;15;12;0;12
"Chemie und Verfahrenstechnik";"St. Gallen";"EFZ";27;0;27;15;0;15;12;0;12
"Chemie und Verfahrenstechnik";"St. Gallen";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"St. Gallen";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Graubünden / Grigioni / Grischun";"Ausbildungstyp - Total";10;0;10;8;0;8;2;0;2
"Chemie und Verfahrenstechnik";"Graubünden / Grigioni / Grischun";"EFZ";10;0;10;8;0;8;2;0;2
"Chemie und Verfahrenstechnik";"Graubünden / Grigioni / Grischun";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Graubünden / Grigioni / Grischun";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Aargau";"Ausbildungstyp - Total";52;0;52;38;0;38;14;0;14
"Chemie und Verfahrenstechnik";"Aargau";"EFZ";52;0;52;38;0;38;14;0;14
"Chemie und Verfahrenstechnik";"Aargau";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Aargau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Thurgau";"Ausbildungstyp - Total";6;0;6;3;0;3;3;0;3
"Chemie und Verfahrenstechnik";"Thurgau";"EFZ";6;0;6;3;0;3;3;0;3
"Chemie und Verfahrenstechnik";"Thurgau";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Thurgau";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Ticino";"Ausbildungstyp - Total";30;0;30;19;0;19;11;0;11
"Chemie und Verfahrenstechnik";"Ticino";"EFZ";30;0;30;19;0;19;11;0;11
"Chemie und Verfahrenstechnik";"Ticino";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Ticino";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Vaud";"Ausbildungstyp - Total";65;22;43;35;7;28;30;15;15
"Chemie und Verfahrenstechnik";"Vaud";"EFZ";65;22;43;35;7;28;30;15;15
"Chemie und Verfahrenstechnik";"Vaud";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Vaud";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Valais / Wallis";"Ausbildungstyp - Total";81;32;49;61;22;39;20;10;10
"Chemie und Verfahrenstechnik";"Valais / Wallis";"EFZ";81;32;49;61;22;39;20;10;10
"Chemie und Verfahrenstechnik";"Valais / Wallis";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Valais / Wallis";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Neuchâtel";"Ausbildungstyp - Total";10;0;10;4;0;4;6;0;6
"Chemie und Verfahrenstechnik";"Neuchâtel";"EFZ";10;0;10;4;0;4;6;0;6
"Chemie und Verfahrenstechnik";"Neuchâtel";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Neuchâtel";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Genève";"Ausbildungstyp - Total";24;0;24;19;0;19;5;0;5
"Chemie und Verfahrenstechnik";"Genève";"EFZ";24;0;24;19;0;19;5;0;5
"Chemie und Verfahrenstechnik";"Genève";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Genève";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Jura";"Ausbildungstyp - Total";6;3;3;3;2;1;3;1;2
"Chemie und Verfahrenstechnik";"Jura";"EFZ";6;3;3;3;2;1;3;1;2
"Chemie und Verfahrenstechnik";"Jura";"EBA";0;0;0;0;0;0;0;0;0
"Chemie und Verfahrenstechnik";"Jura";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Schweiz";"Ausbildungstyp - Total";4221;31;4190;4026;31;3995;195;0;195
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Schweiz";"EFZ";3671;31;3640;3486;31;3455;185;0;185
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Schweiz";"EBA";550;0;550;540;0;540;10;0;10
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Schweiz";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Zürich";"Ausbildungstyp - Total";634;0;634;612;0;612;22;0;22
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Zürich";"EFZ";555;0;555;534;0;534;21;0;21
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Zürich";"EBA";79;0;79;78;0;78;1;0;1
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Zürich";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Bern / Berne";"Ausbildungstyp - Total";510;0;510;482;0;482;28;0;28
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Bern / Berne";"EFZ";461;0;461;433;0;433;28;0;28
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Bern / Berne";"EBA";49;0;49;49;0;49;0;0;0
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Bern / Berne";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Luzern";"Ausbildungstyp - Total";278;0;278;270;0;270;8;0;8
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Luzern";"EFZ";244;0;244;238;0;238;6;0;6
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Luzern";"EBA";34;0;34;32;0;32;2;0;2
"Kraftfahrzeuge, Schiffe und Flugzeuge";"Luzern";"Nicht reglementiert";0;0;0;0;0;0;0;0;0
